name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,web_name
Miguel Almirón Rejala,48106,Spurs,0,0,4,0,0,2023-04-23T13:00:00Z,0,0.34,1,1.4,0,1,69691,1.5,0.04,12.0,0,54,1455762,369,0,True,10,24,0,0,Newcastle,320,0.03,0.07,21585,32,11.0,MID,2.4,6,0,Almirón
Sean Longstaff,-1276,Spurs,0,0,5,0,1,2023-04-23T13:00:00Z,0,1.01,1,23.2,0,1,1460,2.9,0.02,23.0,1,43,135164,370,0,True,24,90,0,0,Newcastle,320,0.24,0.26,2736,32,20.0,MID,6.6,6,0,S.Longstaff
Joelinton Cássio Apolinário de Lira,8872,Spurs,0,2,12,0,1,2023-04-23T13:00:00Z,0,1.01,1,50.8,0,1,21636,7.5,0.03,18.4,1,59,157648,371,1,True,45,90,0,0,Newcastle,320,1.3,1.33,12764,32,45.0,MID,11.4,6,0,Joelinton
Jamal Lewis,48,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,114,0.5,0.0,0.0,0,44,5317,372,0,True,0,0,0,0,Newcastle,320,0.0,0.0,66,32,0.0,DEF,0.0,6,0,Lewis
Joe Willock,-1006,Spurs,0,0,5,0,1,2023-04-23T13:00:00Z,0,1.01,1,25.4,0,1,8228,4.5,0.27,39.3,1,47,126030,373,0,True,23,90,0,0,Newcastle,320,0.39,0.66,9234,32,10.0,MID,7.5,6,0,Willock
Bruno Guimarães Rodriguez Moura,1231,Spurs,0,0,2,0,1,2023-04-23T13:00:00Z,0,0.68,1,21.2,0,0,7264,3.3,0.36,50.1,1,55,329299,374,0,True,19,69,0,0,Newcastle,320,0.0,0.36,6033,32,0.0,MID,7.1,6,0,Bruno Guimarães
Jeff Hendrick,0,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,219,375,0,True,0,0,0,0,Newcastle,320,0.0,0.0,0,32,0.0,MID,0.0,6,0,Hendrick
Nick Pope,841,Spurs,0,0,2,0,1,2023-04-23T13:00:00Z,0,1.01,1,17.2,2,0,30777,5.1,0.0,0.0,1,54,2377095,376,0,True,13,90,0,0,Newcastle,320,0.0,0.0,29936,32,0.0,GK,1.7,6,0,Pope
Sven Botman,5174,Spurs,0,0,2,0,1,2023-04-23T13:00:00Z,0,1.01,1,17.2,0,0,21627,3.1,0.0,0.8,1,45,643774,377,0,True,14,90,0,0,Newcastle,320,0.02,0.02,16453,32,7.0,DEF,2.5,6,0,Botman
Elliot Anderson,48,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,150,1.1,0.0,0.0,0,43,15409,552,0,True,0,0,0,0,Newcastle,320,0.0,0.0,102,32,0.0,MID,0.0,6,0,Anderson
Harrison Ashby,-1256,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,936,0.5,0.0,0.0,0,38,75384,555,0,True,0,0,0,0,Newcastle,320,0.0,0.0,2192,32,0.0,DEF,0.0,6,0,Ashby
Alexander Isak,556,Spurs,0,3,13,0,1,2023-04-23T13:00:00Z,0,0.68,1,65.0,0,0,58879,6.1,0.02,2.3,1,67,743162,594,2,True,52,65,0,0,Newcastle,320,0.47,0.49,58323,32,52.0,FWD,11.9,6,0,Isak
Loris Karius,-73,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,147,0.5,0.0,0.0,0,39,8871,626,0,True,0,0,0,0,Newcastle,320,0.0,0.0,220,32,0.0,GK,0.0,6,0,Karius
Garang Kuol,0,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,70,683,0,True,0,0,0,0,Newcastle,320,0.0,0.0,0,32,0.0,MID,0.0,6,0,Kuol
Lewis Miley,-9,Spurs,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,1,0.0,0,0,23,0.5,0.0,0.0,0,45,299,741,0,True,0,0,0,0,Newcastle,320,0.0,0.0,32,32,0.0,MID,0.0,6,0,Miley
Neco Williams,-12456,Liverpool,0,0,6,0,3,2023-04-22T14:00:00Z,0,2.87,2,46.4,0,0,18713,1.3,0.0,0.3,1,38,1663476,295,1,False,14,90,0,1,Nott'm Forest,318,0.06,0.06,31169,32,7.0,DEF,5.4,3,0,N.Williams
Jonjo Shelvey,-30,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,31,-0.1,0.0,0.0,0,48,2689,349,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,61,32,0.0,MID,0.0,3,0,Shelvey
Chris Wood,-1246,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,48,0.0,0.0,0.0,0,56,63845,354,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,1294,32,0.0,FWD,0.0,3,0,Wood
Harry Arter,558,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,1679,-0.5,0.0,0.0,0,41,33189,378,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,1121,32,0.0,MID,0.0,3,0,Arter
Steve Cook,-85,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,59,-0.5,0.0,0.0,0,43,11747,379,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,144,32,0.0,DEF,0.0,3,0,Cook
Lyle Taylor,-4076,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,2463,-0.5,0.0,0.0,0,41,467476,380,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,6539,32,0.0,FWD,0.0,3,0,Lyle Taylor
Jack Colback,-521,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,2392,-0.1,0.0,0.0,0,41,85716,381,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,2913,32,0.0,MID,0.0,3,0,Colback
Brice Samba,0,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,148,382,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,0,32,0.0,GK,0.0,3,0,Samba
Carlos Ribeiro Dias,-108,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,92,-0.5,0.0,0.0,0,42,33549,383,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,200,32,0.0,MID,0.0,3,0,Cafú
Joe Lolley,-4,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,49,1251,384,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,4,32,0.0,MID,0.0,3,0,Lolley
Scott McKenna,40,Liverpool,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,2,0.2,0,0,110,-0.1,0.0,0.0,1,44,9494,385,0,False,3,29,0,0,Nott'm Forest,318,0.0,0.0,70,32,0.0,DEF,0.0,3,0,McKenna
Mohamed Dräger,-21,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,5963,386,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,21,32,0.0,DEF,0.0,3,0,Dräger
Ryan Yates,-40,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,10,-0.1,0.0,0.0,0,50,3727,387,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,50,32,0.0,MID,0.0,3,0,Yates
Joe Worrall,-855,Liverpool,0,0,1,0,3,2023-04-22T14:00:00Z,0,2.6,2,10.6,0,0,88,0.3,0.09,10.6,0,42,16434,388,0,False,11,60,0,0,Nott'm Forest,318,0.0,0.09,943,32,8.0,DEF,2.9,3,0,Worrall
Jonathan Panzo,0,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,837,389,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,0,32,0.0,DEF,0.0,3,0,Panzo
Xande Nascimento da Costa Silva,0,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,50,436,390,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,0,32,0.0,MID,0.0,3,0,Xande Silva
Sam Surridge,-556,Liverpool,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,2,0.0,0,0,569,-0.1,0.0,0.1,0,46,79311,391,0,False,3,3,0,0,Nott'm Forest,318,0.0,0.0,1125,32,0.0,FWD,0.0,3,0,Surridge
Richie Laryea,0,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,1137,392,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,0,32,0.0,DEF,0.0,3,0,Laryea
Loïc Mbe Soh,-11,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,42,3362,393,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,11,32,0.0,DEF,0.0,3,0,Mbe Soh
Brennan Johnson,-12012,Liverpool,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,2,0.0,0,0,4957,2.1,0.03,14.0,0,57,218786,394,0,False,0,14,0,0,Nott'm Forest,318,0.19,0.22,16969,32,8.0,FWD,2.2,3,0,Johnson
Alex Mighten,-1,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,49,1122,395,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,1,32,0.0,MID,0.0,3,0,Mighten
Braian Ojeda Rodríguez,-11,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,2514,396,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,11,32,0.0,MID,0.0,3,0,Ojeda
Taiwo Awoniyi,-4,Liverpool,0,0,2,0,3,2023-04-22T14:00:00Z,0,2.6,2,2.4,0,0,302,0.7,0.01,0.7,1,56,46576,397,0,False,0,86,0,0,Nott'm Forest,318,0.35,0.36,306,32,17.0,FWD,2.0,3,0,Awoniyi
Dean Henderson,-5567,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,61,0.0,0.0,0.0,0,46,626255,398,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,5628,32,0.0,GK,0.0,3,0,Henderson
Giulian Biancone,-19,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,10,0.0,0.0,0.0,0,42,3864,399,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,29,32,0.0,DEF,0.0,3,0,Biancone
Willy Boly,-157,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,22,0.0,0.0,0.0,0,41,15428,474,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,179,32,0.0,DEF,0.0,3,0,Boly
Morgan Gibbs-White,-4224,Liverpool,0,2,12,0,3,2023-04-22T14:00:00Z,0,2.87,2,62.2,0,1,897,3.5,0.33,29.3,1,55,55733,493,1,False,39,90,0,0,Nott'm Forest,318,0.15,0.48,5121,32,37.0,MID,12.9,3,0,Gibbs-White
Moussa Niakhaté,33,Liverpool,0,0,1,0,3,2023-04-22T14:00:00Z,0,2.87,2,26.4,0,0,81,0.7,0.01,0.0,1,43,4944,507,0,False,11,90,0,0,Nott'm Forest,318,0.0,0.01,48,32,0.0,DEF,2.6,3,0,Niakhaté
Omar Richards,5,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,20,0.0,0.0,0.0,0,44,687,511,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,15,32,0.0,DEF,0.0,3,0,Richards
Wayne Hennessey,-1074,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,280,-0.5,0.0,0.0,0,39,159758,518,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,1354,32,0.0,GK,0.0,3,0,Hennessey
Harry Toffolo,-55,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,32,0.7,0.0,0.0,0,43,8623,523,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,87,32,0.0,DEF,0.0,3,0,Toffolo
Lewis O'Brien,-24,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,47,4000,524,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,24,32,0.0,MID,0.0,3,0,O'Brien
Jesse Lingard,-135,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,175,-0.3,0.0,0.0,0,54,131958,527,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,310,32,0.0,MID,0.0,3,0,Lingard
Orel Mangala,-10,Liverpool,0,0,2,0,3,2023-04-22T14:00:00Z,0,2.87,2,8.6,0,0,38,1.5,0.01,1.0,1,49,2507,536,0,False,12,90,0,0,Nott'm Forest,318,0.07,0.08,48,32,20.0,MID,3.0,3,0,Mangala
Oliver Hammond,0,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,45,-0.5,0.0,0.0,0,43,3906,553,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,45,32,0.0,MID,0.0,3,0,Hammond
Remo Freuler,88,Liverpool,0,0,2,0,3,2023-04-22T14:00:00Z,0,2.6,2,7.6,0,0,152,1.1,0.0,0.0,1,49,2770,582,0,False,11,75,0,0,Nott'm Forest,318,0.0,0.0,64,32,2.0,MID,1.0,3,0,Freuler
Cheikhou Kouyaté,-75,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,9,0.0,0.0,0.0,0,44,11312,583,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,84,32,0.0,MID,0.0,3,0,Kouyaté
Emmanuel Dennis,-114,Liverpool,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,2,2.0,0,0,175,1.3,0.0,0.3,0,56,12763,585,0,False,5,3,0,0,Nott'm Forest,318,0.0,0.0,289,32,0.0,FWD,0.2,3,0,Dennis
Renan Augusto Lodi dos Santos,-1076,Liverpool,0,0,1,0,3,2023-04-22T14:00:00Z,0,2.6,2,7.6,0,0,193,0.1,0.0,0.4,1,43,20321,602,0,False,7,86,0,0,Nott'm Forest,318,0.0,0.0,1269,32,0.0,DEF,0.8,3,0,Renan Lodi
Loïc Badé,-6,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,2307,621,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,6,32,0.0,DEF,0.0,3,0,Badé
Serge Aurier,-4113,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,28,-0.1,0.0,0.0,0,43,39867,628,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,4141,32,0.0,DEF,0.0,3,0,Aurier
Dale Taylor,-19,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,45,1335,666,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,19,32,0.0,FWD,0.0,3,0,Dale Taylor
Jordan Smith,-9,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,0,0.0,0.0,0.0,0,40,514,675,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,9,32,0.0,GK,0.0,3,0,Smith
Gustavo Henrique Furtado Scarpa,-29,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,7,-0.1,0.0,0.0,0,47,662,681,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,36,32,0.0,MID,0.0,3,0,Scarpa
Danilo dos Santos de Oliveira,268,Liverpool,0,0,2,0,3,2023-04-22T14:00:00Z,0,2.87,2,7.6,0,0,360,1.9,0.01,10.8,1,45,1511,703,0,False,8,90,0,0,Nott'm Forest,318,0.0,0.01,92,32,2.0,MID,2.0,3,0,Danilo
Keylor Navas,-2723,Liverpool,0,0,1,0,3,2023-04-22T14:00:00Z,0,2.87,2,18.4,2,0,2405,1.1,0.0,0.0,1,45,105283,729,0,False,12,90,0,0,Nott'm Forest,318,0.0,0.0,5128,32,0.0,GK,1.8,3,0,Navas
Felipe Augusto de Almeida Monteiro,-57,Liverpool,0,0,1,0,3,2023-04-22T14:00:00Z,0,2.6,2,21.0,0,0,421,0.5,0.04,10.8,1,45,4570,730,0,False,16,86,0,0,Nott'm Forest,318,0.0,0.04,478,32,12.0,DEF,4.4,3,0,Felipe
André Ayew,20,Liverpool,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,2,0.0,0,0,77,0.1,0.0,0.0,0,50,834,734,0,False,3,3,0,0,Nott'm Forest,318,0.0,0.0,57,32,0.0,MID,0.0,3,0,A.Ayew
George Shelvey,10,Liverpool,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,2,0.0,0,0,39,-0.5,0.0,0.0,0,40,302,749,0,False,0,0,0,0,Nott'm Forest,318,0.0,0.0,29,32,0.0,GK,0.0,3,0,G.Shelvey
Ainsley Maitland-Niles,-74,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,33,0.0,0.0,0.0,0,48,4736,21,0,False,0,0,0,0,Southampton,311,0.0,0.0,107,32,0.0,MID,0.0,3,0,Maitland-Niles
Roméo Lavia,283,Arsenal,0,0,2,0,1,2023-04-21T19:00:00Z,0,2.29,3,18.0,0,0,498,0.8,0.01,0.6,1,45,20498,321,0,False,11,85,0,0,Southampton,311,0.0,0.01,215,32,0.0,MID,1.9,3,0,Lavia
Theo Walcott,-371,Arsenal,0,0,7,0,1,2023-04-21T19:00:00Z,0,1.88,3,41.0,0,0,483,2.2,0.0,0.8,1,48,5001,400,1,False,24,76,0,0,Southampton,311,0.53,0.53,854,32,26.0,MID,6.8,3,0,Walcott
Alex McCarthy,-11,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,87,-1.0,0.0,0.0,0,43,16511,401,0,False,0,0,0,0,Southampton,311,0.0,0.0,98,32,0.0,GK,0.0,3,0,McCarthy
Oriol Romeu Vidal,-1,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,48,3247,402,0,False,0,0,0,0,Southampton,311,0.0,0.0,1,32,0.0,MID,0.0,3,0,Romeu
Nathan Redmond,-3,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,53,2820,403,0,False,0,0,0,0,Southampton,311,0.0,0.0,3,32,0.0,MID,0.0,3,0,Redmond
Stuart Armstrong,-13,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,91,0.0,0.0,0.0,0,47,7339,405,0,False,0,0,0,0,Southampton,311,0.0,0.0,104,32,0.0,MID,0.0,3,0,S.Armstrong
Mohamed Elyounoussi,-5,Arsenal,0,0,2,0,3,2023-04-21T19:00:00Z,0,2.81,3,21.6,0,0,202,0.2,0.0,0.8,1,51,6601,406,0,False,11,90,0,0,Southampton,311,0.07,0.07,207,32,35.0,MID,5.7,3,0,Elyounoussi
James Ward-Prowse,-12257,Arsenal,0,0,2,0,3,2023-04-21T19:00:00Z,0,2.81,3,21.0,0,0,14285,1.0,0.13,21.1,1,63,654407,407,0,False,22,90,0,0,Southampton,311,0.0,0.13,26542,32,2.0,MID,4.4,3,0,Ward-Prowse
Adam Armstrong,-691,Arsenal,0,0,1,0,1,2023-04-21T19:00:00Z,0,1.88,3,1.2,0,0,875,-0.8,0.0,0.1,1,53,79951,408,0,False,3,76,0,1,Southampton,311,0.0,0.0,1566,32,2.0,FWD,0.3,3,0,A.Armstrong
Kyle Walker-Peters,-664,Arsenal,0,0,0,0,3,2023-04-21T19:00:00Z,0,2.81,3,9.8,0,0,1648,-0.2,0.01,2.0,1,44,75411,409,0,False,3,90,0,1,Southampton,311,0.0,0.01,2312,32,0.0,DEF,1.2,3,0,Walker-Peters
Jan Bednarek,-1064,Arsenal,0,0,1,0,1,2023-04-21T19:00:00Z,0,0.54,3,4.2,0,0,333,-0.5,0.0,0.0,1,42,25846,410,0,False,6,40,0,0,Southampton,311,0.02,0.02,1397,32,5.0,DEF,0.9,3,0,Bednarek
Che Adams,-3854,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,253,0.0,0.0,0.0,0,60,96404,411,0,False,0,0,0,0,Southampton,311,0.0,0.0,4107,32,0.0,FWD,0.0,3,0,Adams
Nathan Tella,0,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,50,211,412,0,False,0,0,0,0,Southampton,311,0.0,0.0,0,32,0.0,MID,0.0,3,0,Tella
Lyanco Silveira Neves Vojnovic,-9,Arsenal,0,0,0,0,2,2023-04-21T19:00:00Z,0,1.52,3,15.6,0,0,44,-1.0,0.01,0.2,0,44,5114,413,0,False,5,45,0,0,Southampton,311,0.0,0.01,53,32,0.0,DEF,1.6,3,0,Lyanco
Yan Valery,-82,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,31235,414,0,False,0,0,0,0,Southampton,311,0.0,0.0,82,32,0.0,DEF,0.0,3,0,Valery
Will Smallbone,-1,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,740,415,0,False,0,0,0,0,Southampton,311,0.0,0.0,1,32,0.0,MID,0.0,3,0,Smallbone
Ibrahima Diallo,-65,Arsenal,0,0,0,0,2,2023-04-21T19:00:00Z,0,0.52,3,1.0,0,0,263,-0.8,0.0,0.0,0,42,35883,416,0,False,1,4,0,1,Southampton,311,0.0,0.0,328,32,0.0,MID,0.1,3,0,Diallo
Romain Perraud,-3908,Arsenal,0,0,0,0,3,2023-04-21T19:00:00Z,0,2.81,3,22.2,0,0,2481,-0.2,0.06,14.9,1,41,75819,417,0,False,7,90,0,1,Southampton,311,0.0,0.06,6389,32,0.0,DEF,3.7,3,0,Perraud
Moussa Djenepo,-15,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,50,0.2,0.0,0.0,0,50,7117,418,0,False,0,0,0,0,Southampton,311,0.0,0.0,65,32,0.0,MID,0.0,3,0,Djenepo
Tino Livramento,14,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,53,-0.2,0.0,0.0,0,44,1365,419,0,False,0,0,0,0,Southampton,311,0.0,0.0,39,32,0.0,DEF,0.0,3,0,Livramento
Mohammed Salisu,-388,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,75,0.0,0.0,0.0,0,43,17243,420,0,False,0,0,0,0,Southampton,311,0.0,0.0,463,32,0.0,DEF,0.0,3,0,Salisu
Mateusz Lis,-47,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,40,14624,421,0,False,0,0,0,0,Southampton,311,0.0,0.0,47,32,0.0,GK,0.0,3,0,Lis
Gavin Bazunu,-842,Arsenal,0,0,1,0,3,2023-04-21T19:00:00Z,0,2.81,3,19.2,2,0,1444,0.2,0.0,0.0,1,45,76123,422,0,False,12,90,0,0,Southampton,311,0.0,0.0,2286,32,0.0,GK,1.9,3,0,Bazunu
Armel Bella-Kotchap,-331,Arsenal,0,0,4,0,3,2023-04-21T19:00:00Z,0,2.81,3,44.2,0,1,566,0.0,0.01,10.4,1,45,18869,423,0,False,25,90,0,0,Southampton,311,0.09,0.1,897,32,7.0,DEF,6.2,3,0,Bella-Kotchap
Willy Caballero,-259,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,303,-1.0,0.0,0.0,0,39,81763,424,0,False,0,0,0,0,Southampton,311,0.0,0.0,562,32,0.0,GK,0.0,3,0,Caballero
Joe Ayodele-Aribo,-16,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,118,-0.5,0.0,0.0,0,50,29683,512,0,False,0,0,0,0,Southampton,311,0.0,0.0,134,32,0.0,MID,0.0,3,0,Aribo
Sékou Mara,-626,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,439,0.5,0.0,0.0,0,53,10641,528,0,False,0,0,0,0,Southampton,311,0.0,0.0,1065,32,0.0,FWD,0.0,3,0,Mara
Juan Larios López,59,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,132,0.0,0.0,0.0,0,40,5387,622,0,False,0,0,0,0,Southampton,311,0.0,0.0,73,32,0.0,DEF,0.0,3,0,Larios
Duje Caleta-Car,25,Arsenal,0,0,6,0,2,2023-04-21T19:00:00Z,0,2.27,3,51.8,0,0,76,0.8,0.0,0.1,0,44,4093,623,1,False,20,49,0,0,Southampton,311,0.55,0.55,51,32,33.0,DEF,8.5,3,0,Caleta-Car
Samuel Edozie,57,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,94,-0.8,0.0,0.0,0,46,1351,624,0,False,0,0,0,0,Southampton,311,0.0,0.0,37,32,0.0,MID,0.0,3,0,Edozie
Lewis Payne,-3,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,259,647,0,False,0,0,0,0,Southampton,311,0.0,0.0,3,32,0.0,MID,0.0,3,0,Payne
Ryan Finnigan,-4,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,0,0.0,0.0,0.0,0,45,263,648,0,False,0,0,0,0,Southampton,311,0.0,0.0,4,32,0.0,MID,0.0,3,0,Finnigan
Jimmy Morgan,26,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,263,-1.0,0.0,0.0,0,45,3753,671,0,False,0,0,0,0,Southampton,311,0.0,0.0,237,32,0.0,FWD,0.0,3,0,Morgan
Mislav Orsic,-42,Arsenal,0,0,0,0,0,2023-04-21T19:00:00Z,0,0.0,3,0.0,0,0,41,-1.0,0.0,0.0,0,51,1208,692,0,False,0,0,0,0,Southampton,311,0.0,0.0,83,32,0.0,MID,0.0,3,0,Orsic
Carlos Alcaraz,-45,Arsenal,0,1,9,0,1,2023-04-21T19:00:00Z,0,1.29,3,56.6,0,1,247,2.5,0.27,14.1,1,50,1881,693,1,False,29,45,0,1,Southampton,311,0.17,0.44,292,32,42.0,MID,11.3,3,0,Alcaraz
